ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado
7647,1,2022-04-09,19:00,Atletico-GO,Flamengo,4-2-3-1,3-2-4-1,U. Louzer Filho,P. Carvalho de Sousa,-,Estádio Antônio Accioly,1,1,GO,RJ
7648,1,2022-04-09,21:00,Palmeiras,Ceara,4-3-3,4-3-3,A. Moreira Ferreira,D. Silvestre Júnior,Ceara,Allianz Parque,2,3,SP,CE
7649,1,2022-04-10,11:01,Coritiba,Goias,4-2-3-1,4-4-2,G. Morínigo,G. Ramos da Silva,Coritiba, Couto Pereira,3,0,PR,GO
7650,1,2022-04-10,16:00,Botafogo-RJ,Corinthians,4-3-3,4-3-3,R. Oliveira,V. de Oliveira Lopes Pereira,Corinthians,Estádio Nilton Santos,1,3,RJ,SP
7651,1,2022-04-10,16:00,Atletico-MG,Internacional,4-2-3-1,4-2-3-1,A. Mohamed Matijevich,A. Medina,Atletico-MG, Mineirão,2,0,MG,RS
7652,1,2022-04-10,18:00,Fortaleza,Cuiaba,3-5-2,4-4-2,J. Vojvoda,L. de Oliveira Preto,Cuiaba,Arena Castelão,0,1,CE,MT
7653,1,2022-04-10,19:00,Avai,America-MG,4-3-3,4-1-4-1,E. de Souza Barroca,M. dos Santos Gonçalves,Avai,  Ressacada,1,0,SC,MG
7654,1,2022-04-10,19:00,Sao Paulo,Athletico-PR,4-1-3-2,4-2-3-1,R. Ceni,A. Valentim do Carmo Neto,Sao Paulo, Morumbi,4,0,SP,PR
7655,1,2022-04-11,20:01,Juventude,Bragantino,4-2-3-1,4-2-3-1,E. Baptista,M. Nogueira Barbieri,-, Alfredo Jaconi,2,2,RS,SP
7656,2,2022-04-16,16:30,Goias,Palmeiras,4-3-3,4-2-3-1,J. Ribeiro Ventura,A. Moreira Ferreira,-,Estádio da Serrinha,1,1,GO,SP
7658,2,2022-04-16,19:00,Corinthians,Avai,4-2-3-1,4-3-3,V. de Oliveira Lopes Pereira,E. de Souza Barroca,Corinthians,Neo Química Arena,3,0,SP,SC
7657,2,2022-04-16,19:01,America-MG,Juventude,4-1-4-1,4-2-3-1,V. Carmo Mancini,E. Baptista,America-MG,Estádio Raimundo Sampaio,4,1,MG,RS
7659,2,2022-04-16,20:59,Cuiaba,Fluminense,4-4-2,4-3-3,L. de Oliveira Preto,A. da Silva Braga,Fluminense,Arena Pantanal,0,1,MT,RJ
7660,2,2022-04-17,11:00,Santos,Coritiba,4-4-2,4-2-3-1,F. Bustos,G. Morínigo,Santos,Estádio Urbano Caldeira,2,1,SP,PR
7661,2,2022-04-17,16:00,Flamengo,Sao Paulo,3-4-2-1,4-1-4-1,P. Carvalho de Sousa,R. Ceni,Flamengo, Maracanã,3,1,RJ,SP
7662,2,2022-04-17,17:59,Athletico-PR,Atletico-MG,4-2-3-1,4-4-2,F. Carille,A. Mohamed Matijevich,Atletico-MG,Estádio Joaquim Américo Guimarães,0,1,PR,MG
7663,2,2022-04-17,17:59,Internacional,Fortaleza,4-3-3,3-5-2,C. de Almeida,J. Vojvoda,Internacional,Estádio José Pinheiro Borda,2,1,RS,CE
7664,2,2022-04-17,18:00,Bragantino,Atletico-GO,4-2-3-1,4-2-3-1,M. Nogueira Barbieri,U. Louzer Filho,Bragantino,Nabizão,4,0,SP,GO
7665,2,2022-04-17,19:01,Ceara,Botafogo-RJ,4-3-3,4-2-3-1,D. Silvestre Júnior,L. Castro,Botafogo-RJ,Arena Castelão,1,3,CE,RJ
7666,4,2022-04-20,19:30,Flamengo,Palmeiras,4-2-3-1,4-2-3-1,P. Carvalho de Sousa,A. Moreira Ferreira,-, Maracanã,0,0,RJ,SP
7676,3,2022-04-23,16:30,Bragantino,Sao Paulo,4-4-2,4-3-3,M. Nogueira Barbieri,R. Ceni,-,Nabizão,1,1,SP,SP
7677,3,2022-04-23,16:30,Athletico-PR,Flamengo,4-2-3-1,3-4-2-1,F. Carille,P. Carvalho de Sousa,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,RJ
7678,3,2022-04-23,19:00,Palmeiras,Corinthians,4-2-3-1,4-3-3,A. Moreira Ferreira,V. de Oliveira Lopes Pereira,Palmeiras,Arena Barueri,3,0,SP,SP
7679,3,2022-04-23,19:00,Fluminense,Internacional,3-4-1-2,4-3-3,A. da Silva Braga,L. Venker de Menezes,Internacional, Maracanã,0,1,RJ,RS
7680,3,2022-04-23,20:59,Atletico-MG,Coritiba,4-2-3-1,4-2-3-1,A. Mohamed Matijevich,G. Morínigo,-,Estádio Raimundo Sampaio,2,2,MG,PR
7681,3,2022-04-24,15:59,Santos,America-MG,4-4-2,4-1-4-1,F. Bustos,V. Carmo Mancini,Santos,Estádio Urbano Caldeira,3,0,SP,MG
7682,3,2022-04-24,17:59,Juventude,Cuiaba,4-2-3-1,4-4-2,E. Baptista,L. de Oliveira Preto,Cuiaba, Alfredo Jaconi,0,1,RS,MT
7683,3,2022-04-24,18:30,Atletico-GO,Botafogo-RJ,4-2-3-1,4-2-3-1,U. Louzer Filho,L. Castro,-,Estádio Antônio Accioly,1,1,GO,RJ
7684,3,2022-04-25,20:00,Avai,Goias,4-3-3,4-3-3,E. de Souza Barroca,J. Ribeiro Ventura,Avai,  Ressacada,3,2,SC,GO
7668,4,2022-04-30,16:30,America-MG,Athletico-PR,4-1-4-1,5-3-2,V. Carmo Mancini,F. Carille,America-MG,Estádio Raimundo Sampaio,1,0,MG,PR
7667,4,2022-04-30,16:31,Ceara,Bragantino,4-3-3,4-2-3-1,D. Silvestre Júnior,M. Nogueira Barbieri,Bragantino,Arena Castelão,0,1,CE,SP
7669,4,2022-04-30,18:30,Goias,Atletico-MG,5-4-1,4-3-3,J. Ribeiro Ventura,A. Mohamed Matijevich,-,Estádio da Serrinha,2,2,GO,MG
7670,4,2022-04-30,19:00,Cuiaba,Atletico-GO,4-2-3-1,4-2-3-1,L. de Oliveira Preto,U. Louzer Filho,-,Arena Pantanal,1,1,MT,GO
7671,4,2022-05-01,11:01,Botafogo-RJ,Juventude,4-2-3-1,4-2-3-1,L. Castro,E. Baptista,-,Estádio Nilton Santos,1,1,RJ,RS
7672,4,2022-05-01,16:00,Corinthians,Fortaleza,4-3-3,3-4-1-2,V. de Oliveira Lopes Pereira,J. Vojvoda,Corinthians,Neo Química Arena,1,0,SP,CE
7673,4,2022-05-01,16:00,Coritiba,Fluminense,4-2-3-1,4-1-2-1-2,G. Morínigo,A. da Silva Braga,Coritiba, Couto Pereira,3,2,PR,RJ
7674,4,2022-05-01,19:00,Internacional,Avai,4-3-3,4-3-3,L. Venker de Menezes,E. de Souza Barroca,-,Estádio José Pinheiro Borda,0,0,RS,SC
7675,4,2022-05-02,20:00,Sao Paulo,Santos,4-4-2,4-4-2,C. A. P. F. Hembert,F. Bustos,Sao Paulo, Morumbi,2,1,SP,SP
7686,5,2022-05-07,16:30,Atletico-MG,America-MG,4-4-2,4-1-4-1,A. Mohamed Matijevich,V. Carmo Mancini,America-MG,Estádio Raimundo Sampaio,1,2,MG,MG
7687,5,2022-05-07,20:30,Athletico-PR,Ceara,4-2-3-1,4-2-3-1,W. O. de Carvalho,D. Silvestre Júnior,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,CE
7688,5,2022-05-08,11:01,Flamengo,Botafogo-RJ,4-2-3-1,4-2-3-1,P. Carvalho de Sousa,L. Castro,Botafogo-RJ,Estádio Nacional de Brasília,0,1,RJ,RJ
7689,5,2022-05-08,16:00,Palmeiras,Fluminense,4-2-3-1,4-2-3-1,A. Moreira Ferreira,F. Diniz Silva,-,Allianz Parque,1,1,SP,RJ
7690,5,2022-05-08,16:00,Atletico-GO,Goias,4-2-3-1,5-4-1,U. Louzer Filho,J. Ribeiro Ventura,Goias,Estádio Antônio Accioly,0,1,GO,GO
7691,5,2022-05-08,18:00,Bragantino,Corinthians,4-2-3-1,4-2-3-1,C. Maldonado,V. de Oliveira Lopes Pereira,Corinthians,Nabizão,0,1,SP,SP
7692,5,2022-05-08,18:00,Santos,Cuiaba,4-2-3-1,4-2-3-1,F. Bustos,L. de Oliveira Preto,Santos,Estádio Urbano Caldeira,4,1,SP,MT
7694,5,2022-05-08,18:59,Fortaleza,Sao Paulo,3-4-1-2,4-1-4-1,J. Vojvoda,R. Ceni,-,Arena Castelão,1,1,CE,SP
7693,5,2022-05-08,19:00,Juventude,Internacional,4-3-3,4-3-3,E. Baptista,L. Venker de Menezes,-, Alfredo Jaconi,1,1,RS,RS
7695,5,2022-05-09,20:01,Avai,Coritiba,4-3-3,4-2-3-1,E. de Souza Barroca,G. Morínigo,Avai,  Ressacada,2,1,SC,PR
7696,7,2022-05-11,20:30,Bragantino,Atletico-MG,4-2-3-1,4-2-3-1,M. Nogueira Barbieri,A. Mohamed Matijevich,-,Nabizão,1,1,SP,MG
7706,6,2022-05-14,16:30,Palmeiras,Bragantino,4-2-3-1,4-2-3-1,A. Moreira Ferreira,M. Nogueira Barbieri,Palmeiras,Allianz Parque,2,0,SP,SP
7707,6,2022-05-14,16:30,Ceara,Flamengo,4-2-3-1,4-2-3-1,D. Silvestre Júnior,P. Carvalho de Sousa,-,Arena Castelão,2,2,CE,RJ
7709,6,2022-05-14,18:59,Atletico-MG,Atletico-GO,4-2-3-1,4-2-3-1,A. Mohamed Matijevich,U. Louzer Filho,Atletico-MG,Estádio Raimundo Sampaio,2,0,MG,GO
7708,6,2022-05-14,19:01,Internacional,Corinthians,4-4-1-1,4-3-1-2,L. Venker de Menezes,V. de Oliveira Lopes Pereira,-,Estádio José Pinheiro Borda,2,2,RS,SP
7710,6,2022-05-14,21:01,Fluminense,Athletico-PR,4-1-2-1-2,4-3-3,F. Diniz Silva,L. Scolari,Fluminense,Estádio Municipal General Raulino de Oliveira,2,1,RJ,PR
7711,6,2022-05-15,16:00,Sao Paulo,Cuiaba,4-1-2-1-2,4-2-3-1,R. Ceni,L. Iubel,Sao Paulo, Morumbi,2,1,SP,MT
7712,6,2022-05-15,17:30,Coritiba,America-MG,4-2-3-1,3-1-4-2,G. Morínigo,V. Carmo Mancini,Coritiba, Couto Pereira,1,0,PR,MG
7713,6,2022-05-15,18:00,Botafogo-RJ,Fortaleza,4-2-3-1,3-4-1-2,L. Castro,J. Vojvoda,Botafogo-RJ,Estádio Nilton Santos,3,1,RJ,CE
7714,6,2022-05-15,18:00,Avai,Juventude,4-3-3,4-4-2,E. de Souza Barroca,E. Baptista,Juventude,  Ressacada,1,2,SC,RS
7715,6,2022-05-15,18:59,Goias,Santos,5-4-1,4-2-3-1,J. Ribeiro Ventura,F. Bustos,Goias,Estádio da Serrinha,1,0,GO,SP
7697,7,2022-05-21,16:30,Atletico-GO,Coritiba,4-2-3-1,4-2-3-1,J. de Amorim Campos,G. Morínigo,Atletico-GO,Estádio Antônio Accioly,2,0,GO,PR
7698,7,2022-05-21,16:31,Flamengo,Goias,4-4-2,5-4-1,P. Carvalho de Sousa,J. Ribeiro Ventura,Flamengo, Maracanã,1,0,RJ,GO
7699,7,2022-05-21,18:29,Santos,Ceara,4-2-3-1,4-3-3,F. Bustos,D. Silvestre Júnior,-,Arena Barueri,0,0,SP,CE
7700,7,2022-05-21,19:00,Juventude,Palmeiras,4-3-3,4-3-3,E. Baptista,A. Moreira Ferreira,Palmeiras, Alfredo Jaconi,0,3,RS,SP
7701,7,2022-05-21,20:59,Cuiaba,Internacional,4-2-3-1,4-4-1-1,L. Iubel,L. Venker de Menezes,-,Arena Pantanal,1,1,MT,RS
7702,7,2022-05-21,21:00,America-MG,Botafogo-RJ,4-4-2,4-2-3-1,V. Carmo Mancini,L. Castro,-,Estádio Raimundo Sampaio,1,1,MG,RJ
7704,7,2022-05-22,15:59,Fortaleza,Fluminense,3-4-1-2,4-4-1-1,J. Vojvoda,F. Diniz Silva,Fluminense,Arena Castelão,0,1,CE,RJ
7703,7,2022-05-22,16:02,Corinthians,Sao Paulo,3-4-1-2,3-4-3,V. de Oliveira Lopes Pereira,R. Ceni,-,Neo Química Arena,1,1,SP,SP
7705,7,2022-05-22,19:00,Athletico-PR,Avai,4-2-3-1,4-3-3,L. Scolari,E. de Souza Barroca,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,SC
7716,8,2022-05-28,16:30,Goias,Bragantino,5-4-1,4-2-3-1,J. Ribeiro Ventura,M. Nogueira Barbieri,-,Estádio da Serrinha,1,1,GO,SP
7717,8,2022-05-28,19:01,Sao Paulo,Ceara,3-4-2-1,4-3-3,R. Ceni,D. Silvestre Júnior,-, Morumbi,2,2,SP,CE
7718,8,2022-05-28,20:30,Fortaleza,Juventude,4-2-3-1,4-4-2,J. Vojvoda,E. Baptista,-,Arena Castelão,1,1,CE,RS
7720,8,2022-05-29,15:59,Santos,Palmeiras,4-3-3,4-2-3-1,F. Bustos,J. M. Barreto Martins,Palmeiras,Estádio Urbano Caldeira,0,1,SP,SP
7719,8,2022-05-29,16:01,Coritiba,Botafogo-RJ,4-2-3-1,4-2-3-1,G. Morínigo,L. Castro,Coritiba, Couto Pereira,1,0,PR,RJ
7721,8,2022-05-29,17:59,Cuiaba,Athletico-PR,4-2-3-1,4-2-3-1,W. Araujo de Souza,L. Scolari,Athletico-PR,Arena Pantanal,0,1,MT,PR
7722,8,2022-05-29,18:01,Corinthians,America-MG,4-3-3,4-1-4-1,V. de Oliveira Lopes Pereira,V. Carmo Mancini,-,Neo Química Arena,1,1,SP,MG
7723,8,2022-05-29,18:01,Fluminense,Flamengo,4-4-1-1,4-2-3-1,F. Diniz Silva,P. Carvalho de Sousa,Flamengo, Maracanã,1,2,RJ,RJ
7724,8,2022-05-29,18:59,Atletico-MG,Avai,4-4-2,4-1-4-1,A. Mohamed Matijevich,E. de Souza Barroca,Atletico-MG, Mineirão,2,1,MG,SC
7725,8,2022-05-30,19:59,Internacional,Atletico-GO,4-4-1-1,4-2-3-1,L. Venker de Menezes,J. de Amorim Campos,-,Estádio José Pinheiro Borda,1,1,RS,GO
7685,3,2022-06-01,20:29,Fortaleza,Ceara,3-4-1-2,4-3-3,J. Vojvoda,D. Silvestre Júnior,Ceara,Arena Castelão,0,1,CE,CE
7726,9,2022-06-04,16:30,America-MG,Cuiaba,4-1-4-1,4-2-3-1,V. Carmo Mancini,L. Iubel,America-MG,Estádio Raimundo Sampaio,2,1,MG,MT
7728,9,2022-06-04,18:59,Ceara,Coritiba,4-2-3-1,4-2-3-1,D. Silvestre Júnior,G. Morínigo,-,Arena Castelão,1,1,CE,PR
7727,9,2022-06-04,19:00,Athletico-PR,Santos,4-2-3-1,4-3-3,L. Scolari,F. Bustos,-,Estádio Joaquim Américo Guimarães,2,2,PR,SP
7729,9,2022-06-04,19:01,Avai,Sao Paulo,4-3-3,3-4-3,E. de Souza Barroca,R. Ceni,-,  Ressacada,1,1,SC,SP
7730,9,2022-06-04,20:31,Atletico-GO,Corinthians,4-2-3-1,4-2-3-1,J. de Amorim Campos,V. de Oliveira Lopes Pereira,Corinthians,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,SP
7731,9,2022-06-05,11:00,Juventude,Fluminense,4-3-3,4-2-3-1,E. Baptista,F. Diniz Silva,Juventude, Alfredo Jaconi,1,0,RS,RJ
7732,9,2022-06-05,16:00,Flamengo,Fortaleza,4-3-3,3-4-2-1,P. Carvalho de Sousa,J. Vojvoda,Fortaleza, Maracanã,1,2,RJ,CE
7733,9,2022-06-05,16:00,Palmeiras,Atletico-MG,4-2-3-1,4-2-3-1,A. Moreira Ferreira,A. Mohamed Matijevich,-,Allianz Parque,0,0,SP,MG
7734,9,2022-06-05,18:59,Bragantino,Internacional,4-2-3-1,4-4-1-1,M. Nogueira Barbieri,L. Venker de Menezes,Internacional,Nabizão,0,2,SP,RS
7735,9,2022-06-06,20:00,Botafogo-RJ,Goias,4-3-3,5-4-1,L. Castro,J. Ribeiro Ventura,Goias,Estádio Nilton Santos,1,2,RJ,GO
7736,10,2022-06-07,21:30,Cuiaba,Corinthians,4-2-3-1,3-4-3,B. Franco,V. de Oliveira Lopes Pereira,Cuiaba,Arena Pantanal,1,0,MT,SP
7737,10,2022-06-08,19:00,America-MG,Ceara,4-1-4-1,4-3-3,V. Carmo Mancini,D. Silvestre Júnior,Ceara,Estádio Raimundo Sampaio,0,2,MG,CE
7738,10,2022-06-08,19:04,Juventude,Athletico-PR,4-4-2,4-2-3-1,E. Baptista,L. Scolari,Athletico-PR, Alfredo Jaconi,1,3,RS,PR
7739,10,2022-06-08,20:29,Atletico-GO,Avai,4-2-3-1,4-3-3,J. de Amorim Campos,E. de Souza Barroca,Atletico-GO,Estádio do Governo do Estado de Goiás (Serra Dourada),2,1,GO,SC
7740,10,2022-06-08,20:30,Bragantino,Flamengo,4-2-3-1,4-4-2,M. Nogueira Barbieri,P. Carvalho de Sousa,Bragantino,Nabizão,1,0,SP,RJ
7741,10,2022-06-08,21:30,Fluminense,Atletico-MG,4-4-1-1,4-4-2,F. Diniz Silva,A. Mohamed Matijevich,Fluminense, Maracanã,5,3,RJ,MG
7742,10,2022-06-08,21:30,Santos,Internacional,4-2-3-1,4-2-3-1,F. Bustos,L. Venker de Menezes,-,Estádio Urbano Caldeira,1,1,SP,RS
7743,10,2022-06-09,19:00,Palmeiras,Botafogo-RJ,4-2-3-1,4-1-4-1,A. Moreira Ferreira,L. Castro,Palmeiras,Allianz Parque,4,0,SP,RJ
7744,10,2022-06-09,20:00,Coritiba,Sao Paulo,4-2-3-1,3-1-4-2,G. Morínigo,R. Ceni,-, Couto Pereira,1,1,PR,SP
7745,10,2022-06-09,20:00,Fortaleza,Goias,3-4-1-2,5-4-1,J. Vojvoda,J. Ribeiro Ventura,-,Arena Castelão,1,1,CE,GO
7746,11,2022-06-11,16:31,Corinthians,Juventude,4-2-3-1,4-4-2,V. de Oliveira Lopes Pereira,E. Baptista,Corinthians,Neo Química Arena,2,0,SP,RS
7747,11,2022-06-11,19:00,Atletico-MG,Santos,4-2-3-1,4-2-3-1,A. Mohamed Matijevich,F. Bustos,-, Mineirão,1,1,MG,SP
7749,11,2022-06-11,19:00,Cuiaba,Bragantino,4-3-3,4-2-3-1,A. Cardoso de Oliveira,M. Nogueira Barbieri,-,Arena Pantanal,1,1,MT,SP
7748,11,2022-06-11,19:01,Fluminense,Atletico-GO,4-2-3-1,4-2-3-1,F. Diniz Silva,J. de Amorim Campos,Atletico-GO, Maracanã,0,2,RJ,GO
7750,11,2022-06-11,21:00,Internacional,Flamengo,4-4-1-1,4-3-3,L. Venker de Menezes,D. Silvestre Júnior,Internacional,Estádio José Pinheiro Borda,3,1,RS,RJ
7751,11,2022-06-12,16:00,Goias,Ceara,3-4-3,4-3-3,J. Ribeiro Ventura,P. Sotero Da Cunha Neto,-,Estádio da Serrinha,1,1,GO,CE
7752,11,2022-06-12,16:00,Sao Paulo,America-MG,3-5-2,4-1-4-1,R. Ceni,V. Carmo Mancini,Sao Paulo, Morumbi,1,0,SP,MG
7753,11,2022-06-12,18:01,Coritiba,Palmeiras,5-4-1,4-2-3-1,G. Morínigo,A. Moreira Ferreira,Palmeiras, Couto Pereira,0,2,PR,SP
7754,11,2022-06-12,18:59,Fortaleza,Athletico-PR,4-2-3-1,4-2-3-1,J. Vojvoda,L. Scolari,-,Arena Castelão,0,0,CE,PR
7755,11,2022-06-13,19:00,Botafogo-RJ,Avai,4-2-3-1,4-1-4-1,L. Castro,E. de Souza Barroca,Avai,Estádio Nilton Santos,0,1,RJ,SC
7756,12,2022-06-14,21:30,Juventude,Santos,3-5-2,4-2-3-1,E. Baptista,F. Bustos,Santos, Alfredo Jaconi,1,2,RS,SP
7757,12,2022-06-15,19:00,Ceara,Atletico-MG,4-3-3,4-2-2-2,M. dos Santos Gonçalves,A. Mohamed Matijevich,-,Arena Castelão,0,0,CE,MG
7758,12,2022-06-15,19:00,Bragantino,Coritiba,4-2-3-1,4-2-3-1,C. Maldonado,G. Morínigo,Bragantino,Nabizão,4,2,SP,PR
7759,12,2022-06-15,20:30,Goias,Internacional,3-4-3,4-3-1-2,J. Ribeiro Ventura,L. Venker de Menezes,Internacional,Estádio da Serrinha,1,2,GO,RS
7760,12,2022-06-15,20:30,Flamengo,Cuiaba,4-3-3,4-4-2,D. Silvestre Júnior,A. Cardoso de Oliveira,Flamengo, Maracanã,2,0,RJ,MT
7762,12,2022-06-15,21:30,America-MG,Fluminense,4-1-4-1,4-2-3-1,V. Carmo Mancini,F. Diniz Silva,-,Estádio Raimundo Sampaio,0,0,MG,RJ
7761,12,2022-06-15,21:32,Athletico-PR,Corinthians,4-2-3-1,4-2-3-1,L. Scolari,V. de Oliveira Lopes Pereira,-,Estádio Joaquim Américo Guimarães,1,1,PR,SP
7763,12,2022-06-16,16:00,Botafogo-RJ,Sao Paulo,3-4-3,3-4-1-2,L. Castro,R. Ceni,Botafogo-RJ,Estádio Nilton Santos,1,0,RJ,SP
7764,12,2022-06-16,17:59,Palmeiras,Atletico-GO,4-2-3-1,4-2-3-1,A. Moreira Ferreira,J. de Amorim Campos,Palmeiras,Allianz Parque,4,2,SP,GO
7765,12,2022-06-16,19:00,Avai,Fortaleza,4-1-4-1,4-4-1-1,E. de Souza Barroca,J. Vojvoda,Avai,  Ressacada,3,2,SC,CE
7766,13,2022-06-18,18:59,Cuiaba,Ceara,4-4-2,4-3-3,A. Cardoso de Oliveira,M. dos Santos Gonçalves,-,Arena Pantanal,0,0,MT,CE
7767,13,2022-06-18,21:00,Santos,Bragantino,4-2-3-1,4-2-3-1,F. Bustos,M. Nogueira Barbieri,-,Estádio Urbano Caldeira,2,2,SP,SP
7768,13,2022-06-19,15:59,Atletico-MG,Flamengo,4-2-3-1,4-2-3-1,A. Mohamed Matijevich,D. Silvestre Júnior,Atletico-MG, Mineirão,2,0,MG,RJ
7769,13,2022-06-19,16:01,Coritiba,Athletico-PR,4-2-3-1,4-2-3-1,G. Morínigo,L. Scolari,Athletico-PR, Couto Pereira,0,1,PR,PR
7770,13,2022-06-19,16:01,Corinthians,Goias,4-2-3-1,4-4-2,V. de Oliveira Lopes Pereira,J. Ribeiro Ventura,Corinthians,Neo Química Arena,1,0,SP,GO
7771,13,2022-06-19,18:00,Internacional,Botafogo-RJ,4-1-2-1-2,3-4-3,L. Venker de Menezes,L. Castro,Botafogo-RJ,Estádio José Pinheiro Borda,2,3,RS,RJ
7772,13,2022-06-19,18:00,Fortaleza,America-MG,3-4-3,4-1-4-1,J. Vojvoda,V. Carmo Mancini,Fortaleza,Arena Castelão,1,0,CE,MG
7773,13,2022-06-19,18:01,Atletico-GO,Juventude,4-2-3-1,4-3-3,J. de Amorim Campos,E. Baptista,Atletico-GO,Estádio Antônio Accioly,3,1,GO,RS
7774,13,2022-06-19,19:01,Fluminense,Avai,4-2-3-1,4-1-4-1,F. Diniz Silva,E. de Souza Barroca,Fluminense, Maracanã,2,0,RJ,SC
7775,13,2022-06-20,20:00,Sao Paulo,Palmeiras,3-1-4-2,4-3-1-2,R. Ceni,J. M. Barreto Martins,Palmeiras, Morumbi,1,2,SP,SP
7776,14,2022-06-24,21:29,Internacional,Coritiba,4-3-3,4-2-3-1,L. Venker de Menezes,G. Morínigo,Internacional,Estádio José Pinheiro Borda,3,0,RS,PR
7777,14,2022-06-25,16:30,Athletico-PR,Bragantino,4-2-3-1,4-2-3-1,L. Scolari,M. Nogueira Barbieri,Athletico-PR,Estádio Joaquim Américo Guimarães,4,2,PR,SP
7778,14,2022-06-25,19:00,Flamengo,America-MG,4-3-1-2,4-1-4-1,D. Silvestre Júnior,V. Carmo Mancini,Flamengo, Maracanã,3,0,RJ,MG
7779,14,2022-06-25,19:00,Corinthians,Santos,4-1-4-1,4-2-3-1,V. de Oliveira Lopes Pereira,L. Ochandorena,-,Neo Química Arena,0,0,SP,SP
7780,14,2022-06-25,20:59,Atletico-MG,Fortaleza,3-4-2-1,3-4-3,A. Mohamed Matijevich,G. Liendo,Atletico-MG, Mineirão,3,2,MG,CE
7781,14,2022-06-26,16:01,Avai,Palmeiras,4-1-4-1,4-2-3-1,E. de Souza Barroca,A. Moreira Ferreira,-,  Ressacada,2,2,SC,SP
7782,14,2022-06-26,16:03,Botafogo-RJ,Fluminense,3-4-3,4-2-3-1,V. Severino,F. Diniz Silva,Fluminense,Estádio Nilton Santos,0,1,RJ,RJ
7783,14,2022-06-26,18:00,Goias,Cuiaba,3-4-3,4-3-3,J. Ribeiro Ventura,B. Lazaroni,Goias,Estádio da Serrinha,1,0,GO,MT
7784,14,2022-06-26,18:00,Ceara,Atletico-GO,4-3-3,4-2-3-1,M. dos Santos Gonçalves,J. de Amorim Campos,-,Arena Castelão,1,1,CE,GO
7785,14,2022-06-26,18:01,Sao Paulo,Juventude,3-1-4-2,4-2-3-1,R. Ceni,U. Louzer Filho,-, Morumbi,0,0,SP,RS
7786,15,2022-07-02,16:29,Juventude,Atletico-MG,4-2-3-1,4-2-3-1,U. Louzer Filho,A. Mohamed Matijevich,Atletico-MG, Alfredo Jaconi,1,2,RS,MG
7787,15,2022-07-02,16:31,Fluminense,Corinthians,4-2-3-1,3-4-3,F. Diniz Silva,V. de Oliveira Lopes Pereira,Fluminense, Maracanã,4,0,RJ,SP
7788,15,2022-07-02,19:00,Santos,Flamengo,4-2-3-1,4-3-3,F. Bustos,D. Silvestre Júnior,Flamengo,Estádio Urbano Caldeira,1,2,SP,RJ
7789,15,2022-07-02,19:00,Ceara,Internacional,4-2-3-1,4-2-3-1,M. dos Santos Gonçalves,L. Venker de Menezes,-,Arena Castelão,1,1,CE,RS
7790,15,2022-07-02,21:00,Palmeiras,Athletico-PR,3-4-3,4-2-3-1,A. Moreira Ferreira,L. Scolari,Athletico-PR,Allianz Parque,0,2,SP,PR
7791,15,2022-07-03,11:00,Avai,Cuiaba,4-3-3,4-1-4-1,E. de Souza Barroca,A. Cardoso de Oliveira,Cuiaba,  Ressacada,1,2,SC,MT
7792,15,2022-07-03,16:00,Atletico-GO,Sao Paulo,4-2-3-1,3-4-2-1,J. de Amorim Campos,R. Ceni,Sao Paulo,Estádio Antônio Accioly,1,2,GO,SP
7793,15,2022-07-03,18:00,America-MG,Goias,4-1-4-1,3-4-2-1,V. Carmo Mancini,J. Ribeiro Ventura,America-MG,Estádio Raimundo Sampaio,1,0,MG,GO
7794,15,2022-07-03,18:46,Coritiba,Fortaleza,4-2-3-1,3-4-1-2,G. Morínigo,J. Vojvoda,Coritiba, Couto Pereira,2,1,PR,CE
7795,15,2022-07-04,20:00,Bragantino,Botafogo-RJ,4-2-3-1,3-4-1-2,M. Nogueira Barbieri,L. Castro,Botafogo-RJ,Nabizão,0,1,SP,RJ
7796,16,2022-07-09,16:30,Bragantino,Avai,4-2-3-1,4-3-3,M. Nogueira Barbieri,E. de Souza Barroca,Bragantino,Nabizão,4,0,SP,SC
7797,16,2022-07-09,19:05,Fluminense,Ceara,4-2-3-1,4-2-4-0,F. Diniz Silva,M. dos Santos Gonçalves,Fluminense, Maracanã,2,1,RJ,CE
7798,16,2022-07-09,20:30,Goias,Athletico-PR,3-5-2,4-2-3-1,J. Ribeiro Ventura,L. Scolari,Goias,Estádio da Serrinha,2,1,GO,PR
7799,16,2022-07-10,11:01,Coritiba,Juventude,4-2-3-1,4-4-2,G. Morínigo,U. Louzer Filho,-, Couto Pereira,2,2,PR,RS
7800,16,2022-07-10,16:01,Corinthians,Flamengo,4-2-3-1,4-3-1-2,V. de Oliveira Lopes Pereira,D. Silvestre Júnior,Corinthians,Neo Química Arena,1,0,SP,RJ
7802,16,2022-07-10,18:00,Fortaleza,Palmeiras,3-4-1-2,4-2-3-1,J. Vojvoda,A. Moreira Ferreira,-,Arena Castelão,0,0,CE,SP
