ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado
8770,37,2024-12-04,20:04,Sao Paulo,Juventude,4-2-3-1,4-2-3-1,L. Zubeldía,F. Matias,Juventude,MorumBIS,1,2,SP,RS
8771,37,2024-12-04,21:30,Atletico-GO,Fortaleza,4-2-3-1,4-2-3-1,A. Gomes,J. Vojvoda,Atletico-GO,Estádio Antônio Accioly - Atlético Goianiense,3,1,GO,CE
8772,37,2024-12-04,21:30,Internacional,Botafogo-RJ,4-2-2-2,4-2-3-1,R. Machado Marques,A. Torres Gomes Araújo Amorim,Botafogo-RJ,Estádio Beira-Rio,0,1,RS,RJ
8773,37,2024-12-04,21:30,Cruzeiro,Palmeiras,4-3-2-1,4-2-3-1,F. Diniz Silva,A. Moreira Ferreira,Palmeiras, Mineirão,1,2,MG,SP
8775,37,2024-12-05,20:00,Athletico-PR,Bragantino,4-2-3-1,4-2-3-1,L. González,F. Seabra,Bragantino,Ligga Arena,1,2,PR,SP
8774,37,2024-12-05,20:01,Fluminense,Cuiaba,4-2-3-1,4-2-3-1,L. Venker de Menezes,B. Franco,Fluminense, Maracanã,1,0,RJ,MT
8777,38,2024-12-08,16:04,Juventude,Cruzeiro,4-2-3-1,4-2-3-1,F. Matias,F. Diniz Silva,Cruzeiro, Alfredo Jaconi,0,1,RS,MG
8778,38,2024-12-08,16:04,Bahia,Atletico-GO,4-2-3-1,4-1-4-1,R. Ceni,A. Gomes,Bahia,Arena Fonte Nova,2,0,BA,GO
8779,38,2024-12-08,16:04,Flamengo,Vitoria,4-4-2,4-3-3,F. Luís,T. Carpini Barbosa,-, Maracanã,2,2,RJ,BA
8781,38,2024-12-08,16:04,Atletico-MG,Athletico-PR,4-3-3,4-3-2-1,L. Gonçalves,L. González,Atletico-MG,Arena MRV,1,0,MG,PR
8782,38,2024-12-08,16:04,Botafogo-RJ,Sao Paulo,4-5-1,3-5-2,A. Torres Gomes Araújo Amorim,L. Zubeldía,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,SP
8783,38,2024-12-08,16:04,Cuiaba,Vasco,4-3-3,4-3-2-1,B. Franco,F. Loureiro,Vasco,Arena Pantanal,1,2,MT,RJ
8784,38,2024-12-08,16:04,Palmeiras,Fluminense,4-2-3-1,4-2-3-1,A. Moreira Ferreira,L. Venker de Menezes,Fluminense,Allianz Parque,0,1,SP,RJ
8776,38,2024-12-08,16:05,Fortaleza,Internacional,4-2-3-1,4-1-2-1-2,J. Vojvoda,R. Machado Marques,Fortaleza,Arena Castelão,3,0,CE,RS
8780,38,2024-12-08,16:05,Bragantino,Criciuma,4-2-3-1,4-1-2-1-2,F. Seabra,C. Tencati,Bragantino,Nabizão,5,1,SP,SC
8785,38,2024-12-08,16:05,Gremio,Corinthians,4-4-2,4-3-1-2,Renato Gaúcho,R. Díaz,Corinthians,Arena do Grêmio,0,3,RS,SP
8786,1,2025-03-29,18:30,Juventude,Vitoria,4-2-3-1,4-2-3-1,M. Barbieri,J. Ventura,Juventude,"Alfredo Jaconi, Caxias do Sul",2,0,RS,BA
8787,1,2025-03-29,18:30,Fortaleza,Fluminense,3-4-3,4-3-3,T. Carpini,L. Luis Zubeldia,Fortaleza,"Arena Castelão, Fortaleza",2,0,CE,RJ
8790,1,2025-03-29,18:31,Cruzeiro,Mirassol,4-2-2-2,4-2-3-1,T. Tite,R. Guanaes,Cruzeiro,"Mineirão, Belo Horizonte",2,1,MG,SP
8788,1,2025-03-29,18:32,Gremio,Atletico-MG,4-2-3-1,4-4-2,L. Castro,J. Sampaoli,Gremio,"Arena do Grêmio, Porto Alegre",2,1,RS,MG
8789,1,2025-03-29,18:32,Sao Paulo,Sport,3-4-1-2,4-3-1-2,H. Crespo,C. de Lucena,-,"MorumBIS, São Paulo",0,0,SP,PE
8791,1,2025-03-29,21:00,Flamengo,Internacional,4-4-2,4-2-3-1,F. Luís,R. Díaz,-,"Maracanã, Rio de Janeiro",1,1,RJ,RS
8792,1,2025-03-30,16:01,Palmeiras,Botafogo-RJ,4-2-3-1,4-3-3,A. Ferreira,Renato Manuel Alves Paiva,-,"Allianz Parque, São Paulo",0,0,SP,RJ
8793,1,2025-03-30,18:32,Vasco,Santos,4-2-3-1,4-2-3-1,F. Diniz,J. Vojvoda,Vasco,"Estádio São Januário, Rio de Janeiro",2,1,RJ,SP
8794,1,2025-03-30,20:01,Bahia,Corinthians,4-2-3-1,4-3-3,R. Ceni,D. Junior,-,"Arena Fonte Nova, Salvador",1,1,BA,SP
8795,1,2025-03-31,20:01,Bragantino,Ceara,4-2-3-1,4-2-3-1,V. Mancini,M. Mozart,-,"Nabizão, Bragança Paulista",2,2,SP,CE
8796,2,2025-04-05,18:31,Ceara,Gremio,4-2-3-1,4-2-3-1,M. Mozart,L. Castro,Ceara,"Arena Castelão, Fortaleza",2,0,CE,RS
8797,2,2025-04-05,18:31,Corinthians,Vasco,4-3-1-2,4-2-3-1,D. Junior,F. Diniz,Corinthians,"Neo Química Arena, São Paulo",3,0,SP,RJ
8798,2,2025-04-05,21:01,Botafogo-RJ,Juventude,4-1-4-1,4-4-2,Renato Manuel Alves Paiva,Fabio Henrique Matias,Botafogo-RJ,"Estádio Nilton Santos, Rio de Janeiro",2,0,RJ,RS
8800,2,2025-04-06,16:00,Fluminense,Bragantino,4-2-3-1,4-2-3-1,L. Luis Zubeldia,V. Mancini,Fluminense,"Maracanã, Rio de Janeiro",2,1,RJ,SP
8799,2,2025-04-06,16:01,Atletico-MG,Sao Paulo,4-3-3,4-2-3-1,J. Sampaoli,H. Crespo,-,"Arena MRV, Belo Horizonte",0,0,MG,SP
8802,2,2025-04-06,18:30,Mirassol,Fortaleza,4-2-3-1,4-2-3-1,R. Guanaes,T. Carpini,-,"Campos Maia, Mirassol",1,1,SP,CE
8803,2,2025-04-06,18:31,Vitoria,Flamengo,4-2-3-1,4-2-3-1,J. Ventura,F. Luís,Flamengo,"Barradão, Salvador",1,2,BA,RJ
8804,2,2025-04-06,18:31,Sport,Palmeiras,4-5-1,3-4-2-1,C. de Lucena,A. Ferreira,Palmeiras,"Adelmar da Costa Carvalho, Recife",1,2,PE,SP
8801,2,2025-04-06,18:32,Internacional,Cruzeiro,4-2-3-1,4-3-3,R. Díaz,T. Tite,Internacional,"Estádio Beira-Rio, Porto Alegre",3,0,RS,MG
8805,2,2025-04-06,20:32,Santos,Bahia,4-2-3-1,4-3-3,J. Vojvoda,R. Ceni,-,"Estádio Urbano Caldeira, Santos",2,2,SP,BA
8807,3,2025-04-12,16:00,Bragantino,Botafogo-RJ,4-3-3,4-3-3,Fernando Seabra,Renato Manuel Alves Paiva,Bragantino,"Nabizão, Bragança Paulista",1,0,SP,RJ
8806,3,2025-04-12,16:03,Juventude,Ceara,4-4-2,4-3-3,M. Barbieri,M. Mozart,Juventude,"Alfredo Jaconi, Caxias do Sul",2,1,RS,CE
8808,3,2025-04-12,18:31,Palmeiras,Corinthians,3-4-2-1,4-3-1-2,A. Ferreira,D. Junior,Palmeiras,"Allianz Parque, São Paulo",2,0,SP,SP
8809,3,2025-04-12,21:00,Vasco,Sport,4-2-3-1,4-5-1,F. Diniz,C. de Lucena,Vasco,"Estádio São Januário, Rio de Janeiro",3,1,RJ,PE
8810,3,2025-04-13,16:02,Bahia,Mirassol,4-3-3,4-2-3-1,R. Ceni,R. Guanaes,-,"Arena Fonte Nova, Salvador",1,1,BA,SP
8811,3,2025-04-13,17:30,Gremio,Flamengo,4-2-3-1,4-2-3-1,L. Castro,F. Luís,Flamengo,"Arena do Grêmio, Porto Alegre",0,2,RS,RJ
8812,3,2025-04-13,17:33,Sao Paulo,Cruzeiro,4-2-3-1,4-2-3-1,H. Crespo,T. Tite,-,"MorumBIS, São Paulo",1,1,SP,MG
8813,3,2025-04-13,19:32,Fluminense,Santos,4-2-3-1,4-2-3-1,L. Luis Zubeldia,J. Vojvoda,Fluminense,"Maracanã, Rio de Janeiro",1,0,RJ,SP
8814,3,2025-04-13,20:01,Fortaleza,Internacional,4-2-3-1,4-2-3-1,T. Carpini,R. Díaz,-,"Arena Castelão, Fortaleza",0,0,CE,RS
8815,3,2025-04-13,20:30,Atletico-MG,Vitoria,3-4-3,4-3-3,J. Sampaoli,J. Ventura,-,"Arena MRV, Belo Horizonte",2,2,MG,BA
8816,4,2025-04-15,21:31,Ceara,Vasco,4-3-3,4-3-3,M. Mozart,F. Diniz,Ceara,"Arena Castelão, Fortaleza",2,1,CE,RJ
8817,4,2025-04-16,18:31,Botafogo-RJ,Sao Paulo,4-2-3-1,3-4-2-1,Renato Manuel Alves Paiva,Luis Francisco ZubeldÃ­a,-,"Estádio Nilton Santos, Rio de Janeiro",2,2,RJ,SP
8818,4,2025-04-16,19:00,Sport,Bragantino,4-4-2,4-3-3,C. de Lucena,V. Mancini,Bragantino,"Adelmar da Costa Carvalho, Recife",0,1,PE,SP
8819,4,2025-04-16,19:00,Mirassol,Gremio,4-2-3-1,4-2-3-1,R. Guanaes,L. Castro,Mirassol,"Campos Maia, Mirassol",4,1,SP,RS
8821,4,2025-04-16,19:31,Corinthians,Fluminense,4-3-3,4-2-3-1,D. Junior,L. Luis Zubeldia,Fluminense,"Neo Química Arena, São Paulo",0,2,SP,RJ
8820,4,2025-04-16,19:32,Internacional,Palmeiras,4-2-3-1,3-4-2-1,R. Díaz,A. Ferreira,Palmeiras,"Estádio Beira-Rio, Porto Alegre",0,1,RS,SP
8822,4,2025-04-16,21:29,Flamengo,Juventude,4-2-3-1,4-3-3,F. Luís,M. Barbieri,Flamengo,"Maracanã, Rio de Janeiro",6,0,RJ,RS
8823,4,2025-04-16,21:31,Vitoria,Fortaleza,4-2-3-1,3-4-1-2,J. Ventura,T. Carpini,Vitoria,"Barradão, Salvador",2,1,BA,CE
8824,4,2025-04-16,21:31,Santos,Atletico-MG,4-2-3-1,4-2-3-1,J. Vojvoda,J. Sampaoli,Santos,"Estádio Urbano Caldeira, Santos",2,0,SP,MG
8825,4,2025-04-17,21:30,Cruzeiro,Bahia,4-2-3-1,4-3-3,T. Tite,R. Ceni,Cruzeiro,"Mineirão, Belo Horizonte",3,0,MG,BA
8826,5,2025-04-19,16:00,Corinthians,Sport,4-3-3,4-5-1,D. Junior,C. de Lucena,Corinthians,"Neo Química Arena, São Paulo",2,1,SP,PE
8827,5,2025-04-19,18:31,Vasco,Flamengo,4-2-3-1,4-2-3-1,F. Diniz,F. Luís,-,"Estádio São Januário, Rio de Janeiro",0,0,RJ,RJ
8828,5,2025-04-19,20:59,Gremio,Internacional,4-2-3-1,4-2-3-1,L. Castro,R. Díaz,-,"Arena do Grêmio, Porto Alegre",1,1,RS,RS
8829,5,2025-04-20,11:04,Juventude,Mirassol,4-3-3,4-3-3,M. Barbieri,R. Guanaes,-,"Alfredo Jaconi, Caxias do Sul",2,2,RS,SP
8830,5,2025-04-20,16:00,Sao Paulo,Santos,4-2-3-1,4-2-3-1,H. Crespo,J. Vojvoda,Sao Paulo,"MorumBIS, São Paulo",2,1,SP,SP
8831,5,2025-04-20,16:00,Atletico-MG,Botafogo-RJ,4-2-3-1,4-2-3-1,Alexi Stival,Renato Manuel Alves Paiva,Atletico-MG,"Arena MRV, Belo Horizonte",1,0,MG,RJ
8832,5,2025-04-20,18:29,Fluminense,Vitoria,4-2-3-1,4-2-3-1,L. Luis Zubeldia,J. Ventura,-,"Maracanã, Rio de Janeiro",1,1,RJ,BA
8833,5,2025-04-20,18:32,Fortaleza,Palmeiras,3-4-2-1,3-4-2-1,T. Carpini,A. Ferreira,Palmeiras,"Arena Castelão, Fortaleza",1,2,CE,SP
8834,5,2025-04-20,20:31,Bragantino,Cruzeiro,4-2-3-1,4-2-3-1,V. Mancini,T. Tite,Bragantino,"Nabizão, Bragança Paulista",1,0,SP,MG
8835,5,2025-04-21,20:00,Bahia,Ceara,4-3-3,4-3-3,R. Ceni,M. Mozart,Bahia,"Arena Fonte Nova, Salvador",1,0,BA,CE
8836,6,2025-04-26,16:01,Internacional,Juventude,4-1-3-2,5-4-1,R. Díaz,M. Barbieri,Internacional,"Estádio Beira-Rio, Porto Alegre",3,1,RS,RS
8837,6,2025-04-26,18:31,Mirassol,Atletico-MG,4-3-3,4-4-2,R. Guanaes,J. Sampaoli,-,"Campos Maia, Mirassol",2,2,SP,MG
8838,6,2025-04-26,18:31,Ceara,Sao Paulo,4-2-3-1,4-2-3-1,M. Mozart,H. Crespo,-,"Arena Castelão, Fortaleza",1,1,CE,SP
8839,6,2025-04-26,19:59,Sport,Fortaleza,4-2-3-1,3-4-2-1,C. de Lucena,T. Carpini,-,"Adelmar da Costa Carvalho, Recife",0,0,PE,CE
8840,6,2025-04-26,21:00,Botafogo-RJ,Fluminense,4-4-2,4-2-3-1,Renato Manuel Alves Paiva,Renato Portaluppi,Botafogo-RJ,"Estádio Nilton Santos, Rio de Janeiro",2,0,RJ,RJ
8841,6,2025-04-27,16:00,Flamengo,Corinthians,4-2-3-1,4-3-3,F. Luís,D. Junior,Flamengo,"Maracanã, Rio de Janeiro",4,0,RJ,SP
8842,6,2025-04-27,18:30,Vitoria,Gremio,4-2-3-1,4-2-3-1,J. Ventura,L. Castro,-,"Barradão, Salvador",1,1,BA,RS
8844,6,2025-04-27,18:30,Cruzeiro,Vasco,4-2-3-1,4-2-3-1,T. Tite,F. Diniz,Cruzeiro,"Estádio Parque do Sabiá, Uberlândia",1,0,MG,RJ
8843,6,2025-04-27,18:31,Palmeiras,Bahia,3-4-2-1,4-2-3-1,A. Ferreira,R. Ceni,Bahia,"Allianz Parque, São Paulo",0,1,SP,BA
8845,6,2025-04-27,20:30,Santos,Bragantino,4-2-3-1,4-2-3-1,J. Vojvoda,V. Mancini,Bragantino,"Estádio Urbano Caldeira, Santos",1,2,SP,SP
8846,7,2025-05-02,21:31,Sao Paulo,Fortaleza,4-2-3-1,4-3-3,H. Crespo,T. Carpini,-,"MorumBIS, São Paulo",0,0,SP,CE
8847,7,2025-05-03,18:30,Ceara,Vitoria,4-2-3-1,4-3-3,M. Mozart,J. Ventura,Ceara,"Arena Castelão, Fortaleza",1,0,CE,BA
8849,7,2025-05-03,18:30,Fluminense,Sport,4-2-3-1,4-2-3-1,L. Luis Zubeldia,C. de Lucena,Fluminense,"Maracanã, Rio de Janeiro",2,1,RJ,PE
8848,7,2025-05-03,18:31,Corinthians,Internacional,4-3-1-2,4-2-3-1,D. Junior,R. Díaz,Corinthians,"Neo Química Arena, São Paulo",4,2,SP,RS
8850,7,2025-05-03,21:02,Bahia,Botafogo-RJ,3-4-3,4-1-2-1-2,Rogerio Ceni,Renato Manuel Alves Paiva,Bahia,"Arena Fonte Nova, Salvador",1,0,BA,RJ
8851,7,2025-05-04,15:59,Gremio,Santos,4-2-3-1,4-2-3-1,L. Castro,J. Vojvoda,Gremio,"Arena do Grêmio, Porto Alegre",1,0,RS,SP
8852,7,2025-05-04,16:00,Vasco,Palmeiras,4-3-3,3-4-2-1,F. Diniz,A. Ferreira,Palmeiras,"Mané Garrincha, Brasília",0,1,RJ,SP
8853,7,2025-05-04,18:31,Cruzeiro,Flamengo,4-2-3-1,4-2-3-1,T. Tite,F. Luís,Cruzeiro,"Mineirão, Belo Horizonte",2,1,MG,RJ
8854,7,2025-05-05,19:01,Bragantino,Mirassol,4-2-3-1,4-3-3,V. Mancini,R. Guanaes,Bragantino,"Estádio Municipal Cicero De Souza Marques, Bragança Paulista",1,0,SP,SP
8855,7,2025-05-05,19:59,Juventude,Atletico-MG,4-2-3-1,4-4-2,M. Barbieri,J. Sampaoli,Atletico-MG,"Alfredo Jaconi, Caxias do Sul",0,1,RS,MG
8856,8,2025-05-10,16:00,Fortaleza,Juventude,4-3-3,4-2-3-1,T. Carpini,M. Barbieri,Fortaleza,"Estádio Presidente Vargas, Fortaleza",5,0,CE,RS
8857,8,2025-05-10,18:30,Vitoria,Vasco,4-2-3-1,4-3-3,J. Ventura,F. Diniz,Vitoria,"Barradão, Salvador",2,1,BA,RJ
8858,8,2025-05-10,18:30,Gremio,Bragantino,4-2-3-1,4-2-3-1,L. Castro,V. Mancini,-,"Arena do Grêmio, Porto Alegre",1,1,RS,SP
8859,8,2025-05-10,18:31,Mirassol,Corinthians,4-2-3-1,4-4-2,R. Guanaes,D. Junior,Mirassol,"Campos Maia, Mirassol",2,1,SP,SP
8860,8,2025-05-10,21:00,Flamengo,Bahia,4-2-3-1,4-3-3,F. Luís,R. Ceni,Flamengo,"Maracanã, Rio de Janeiro",1,0,RJ,BA
8861,8,2025-05-11,16:01,Sport,Cruzeiro,4-2-3-1,4-2-3-1,C. de Lucena,T. Tite,Cruzeiro,"Adelmar da Costa Carvalho, Recife",0,4,PE,MG
8862,8,2025-05-11,17:30,Palmeiras,Sao Paulo,3-4-2-1,4-2-3-1,A. Ferreira,H. Crespo,Palmeiras,"Arena Barueri, Barueri",1,0,SP,SP
8863,8,2025-05-11,17:31,Atletico-MG,Fluminense,4-2-3-1,4-2-3-1,J. Sampaoli,L. Luis Zubeldia,Atletico-MG,"Arena MRV, Belo Horizonte",3,2,MG,RJ
8864,8,2025-05-11,20:00,Botafogo-RJ,Internacional,4-4-2,4-2-3-1,Renato Manuel Alves Paiva,Roger Machado Marques,Botafogo-RJ,"Estádio Nilton Santos, Rio de Janeiro",4,0,RJ,RS
8865,8,2025-05-12,19:59,Santos,Ceara,4-2-3-1,4-2-3-1,J. Vojvoda,M. Mozart,-,"Allianz Parque, São Paulo",0,0,SP,CE
8866,9,2025-05-17,16:00,Ceara,Sport,4-2-3-1,4-2-3-1,M. Mozart,C. de Lucena,Ceara,"Arena Castelão, Fortaleza",2,0,CE,PE
8867,9,2025-05-17,18:31,Vasco,Fortaleza,4-2-3-1,4-2-3-1,F. Diniz,T. Carpini,Vasco,"Estádio São Januário, Rio de Janeiro",3,0,RJ,CE
8868,9,2025-05-17,21:01,Sao Paulo,Gremio,4-2-3-1,4-2-3-1,H. Crespo,L. Castro,Sao Paulo,"MorumBIS, São Paulo",2,1,SP,RS
8869,9,2025-05-18,16:00,Corinthians,Santos,3-5-1-1,4-2-3-1,D. Junior,J. Vojvoda,Corinthians,"Neo Química Arena, São Paulo",1,0,SP,SP
8871,9,2025-05-18,16:00,Bahia,Vitoria,4-3-2-1,4-3-3,R. Ceni,J. Ventura,Bahia,"Arena Fonte Nova, Salvador",2,1,BA,BA
8870,9,2025-05-18,16:01,Juventude,Fluminense,4-2-3-1,4-2-3-1,M. Barbieri,L. Luis Zubeldia,-,"Alfredo Jaconi, Caxias do Sul",1,1,RS,RJ
8873,9,2025-05-18,18:30,Flamengo,Botafogo-RJ,4-4-2,4-4-2,Filipe Luis Kasmirski,Renato Manuel Alves Paiva,-,"Maracanã, Rio de Janeiro",0,0,RJ,RJ
8872,9,2025-05-18,18:32,Bragantino,Palmeiras,4-2-3-1,3-4-2-1,V. Mancini,A. Ferreira,Palmeiras,"Estádio Municipal Cicero De Souza Marques, Bragança Paulista",1,2,SP,SP
8874,9,2025-05-18,20:30,Internacional,Mirassol,4-3-2-1,4-3-3,R. Díaz,R. Guanaes,-,"Estádio Beira-Rio, Porto Alegre",1,1,RS,SP
8875,9,2025-05-18,20:31,Cruzeiro,Atletico-MG,4-2-3-1,4-2-3-1,T. Tite,J. Sampaoli,-,"Mineirão, Belo Horizonte",0,0,MG,MG
8876,10,2025-05-24,18:30,Fluminense,Vasco,4-2-3-1,4-3-3,L. Luis Zubeldia,F. Diniz,Fluminense,"Maracanã, Rio de Janeiro",2,1,RJ,RJ
8877,10,2025-05-24,18:31,Sao Paulo,Mirassol,4-2-3-1,4-2-3-1,H. Crespo,R. Guanaes,Mirassol,"MorumBIS, São Paulo",0,2,SP,SP
8878,10,2025-05-24,21:00,Atletico-MG,Corinthians,4-2-3-1,4-1-4-1,J. Sampaoli,D. Junior,-,"Arena MRV, Belo Horizonte",0,0,MG,SP
8879,10,2025-05-25,10:59,Gremio,Bahia,4-2-3-1,4-3-3,L. Castro,R. Ceni,Gremio,"Arena do Grêmio, Porto Alegre",1,0,RS,BA
8881,10,2025-05-25,16:00,Sport,Internacional,4-2-3-1,4-2-3-1,C. de Lucena,R. Díaz,-,"Adelmar da Costa Carvalho, Recife",1,1,PE,RS
8880,10,2025-05-25,16:01,Palmeiras,Flamengo,3-4-3,4-2-3-1,A. Ferreira,F. Luís,Flamengo,"Allianz Parque, São Paulo",0,2,SP,RJ
8882,10,2025-05-25,18:30,Vitoria,Santos,4-2-3-1,4-2-3-1,J. Ventura,J. Vojvoda,Santos,"Barradão, Salvador",0,1,BA,SP
8883,10,2025-05-25,20:31,Fortaleza,Cruzeiro,4-3-3,4-2-3-1,T. Carpini,T. Tite,Cruzeiro,"Arena Castelão, Fortaleza",0,2,CE,MG
8884,10,2025-05-26,20:01,Bragantino,Juventude,4-2-3-1,4-4-2,V. Mancini,M. Barbieri,Bragantino,"Estádio Municipal Cicero De Souza Marques, Bragança Paulista",1,0,SP,RS
8886,11,2025-05-31,18:30,Bahia,Sao Paulo,4-3-3,4-5-1,R. Ceni,H. Crespo,Bahia,"Arena Fonte Nova, Salvador",2,1,BA,SP
8887,11,2025-05-31,21:01,Vasco,Bragantino,4-2-3-1,4-2-3-1,F. Diniz,V. Mancini,Bragantino,"Estádio São Januário, Rio de Janeiro",0,2,RJ,SP
8888,11,2025-06-01,11:00,Mirassol,Sport,4-2-3-1,3-4-2-1,R. Guanaes,C. de Lucena,Mirassol,"Campos Maia, Mirassol",1,0,SP,PE
8889,11,2025-06-01,16:00,Juventude,Gremio,4-2-3-1,4-2-3-1,M. Barbieri,L. Castro,Gremio,"Alfredo Jaconi, Caxias do Sul",0,2,RS,RS
8890,11,2025-06-01,16:03,Santos,Botafogo-RJ,4-2-3-1,4-2-3-1,Cleber Marcio Serpa Xavier,Renato Manuel Alves Paiva,Botafogo-RJ,"Estádio Urbano Caldeira, Santos",0,1,SP,RJ
8893,11,2025-06-01,18:29,Corinthians,Vitoria,4-3-3,3-4-2-1,D. Junior,J. Ventura,-,"Neo Química Arena, São Paulo",0,0,SP,BA
8891,11,2025-06-01,18:30,Flamengo,Fortaleza,4-2-3-1,4-3-3,F. Luís,T. Carpini,Flamengo,"Maracanã, Rio de Janeiro",5,0,RJ,CE
8892,11,2025-06-01,18:31,Ceara,Atletico-MG,4-2-3-1,3-4-2-1,M. Mozart,J. Sampaoli,Atletico-MG,"Arena Castelão, Fortaleza",0,1,CE,MG
8894,11,2025-06-01,19:31,Cruzeiro,Palmeiras,4-2-3-1,4-2-3-1,T. Tite,A. Ferreira,Cruzeiro,"Mineirão, Belo Horizonte",2,1,MG,SP
8895,11,2025-06-01,20:32,Internacional,Fluminense,4-2-3-1,4-2-3-1,R. Díaz,L. Luis Zubeldia,Fluminense,"Estádio Beira-Rio, Porto Alegre",0,2,RS,RJ
8885,10,2025-06-04,20:01,Botafogo-RJ,Ceara,4-2-3-1,4-2-3-1,Renato Manuel Alves Paiva,Leonardo Rodrigues Conde,Botafogo-RJ,"Estádio Nilton Santos, Rio de Janeiro",3,2,RJ,CE
8896,12,2025-06-12,19:01,Bragantino,Bahia,4-2-3-1,4-3-3,V. Mancini,R. Ceni,Bahia,"Estádio Municipal Cicero De Souza Marques, Bragança Paulista",0,3,SP,BA
8897,12,2025-06-12,19:01,Vitoria,Cruzeiro,4-2-3-1,4-2-3-1,J. Ventura,T. Tite,-,"Barradão, Salvador",0,0,BA,MG
8898,12,2025-06-12,19:30,Fortaleza,Santos,4-3-3,4-2-3-1,T. Carpini,J. Vojvoda,Santos,"Arena Castelão, Fortaleza",2,3,CE,SP
8899,12,2025-06-12,20:00,Gremio,Corinthians,4-2-3-1,4-2-3-1,L. Castro,D. Junior,-,"Arena do Grêmio, Porto Alegre",1,1,RS,SP
8900,12,2025-06-12,21:30,Atletico-MG,Internacional,4-3-3,4-3-3,J. Sampaoli,R. Díaz,Atletico-MG,"Arena MRV, Belo Horizonte",2,0,MG,RS
8901,12,2025-06-12,21:32,Sao Paulo,Vasco,4-2-3-1,4-2-3-1,H. Crespo,F. Diniz,Vasco,"MorumBIS, São Paulo",1,3,SP,RJ
8906,13,2025-07-12,16:30,Flamengo,Sao Paulo,4-2-3-1,5-3-2,F. Luís,H. Crespo,Flamengo,"Maracanã, Rio de Janeiro",2,0,RJ,SP
8907,13,2025-07-12,16:30,Internacional,Vitoria,4-2-3-1,4-3-3,R. Díaz,J. Ventura,Internacional,"Estádio Beira-Rio, Porto Alegre",1,0,RS,BA
8908,13,2025-07-12,18:33,Vasco,Botafogo-RJ,4-2-3-1,4-2-3-1,Fernando Diniz Silva,Claudio Roberto Da Silva,Botafogo-RJ,"Mané Garrincha, Brasília",0,2,RJ,RJ
8909,13,2025-07-12,21:02,Bahia,Atletico-MG,4-3-3,4-2-2-2,R. Ceni,J. Sampaoli,Bahia,"Arena Fonte Nova, Salvador",2,1,BA,MG
8910,13,2025-07-13,19:00,Corinthians,Bragantino,4-1-2-1-2,4-2-3-1,D. Junior,V. Mancini,Bragantino,"Neo Química Arena, São Paulo",1,2,SP,SP
8911,13,2025-07-13,20:32,Cruzeiro,Gremio,4-2-3-1,4-2-3-1,T. Tite,L. Castro,Cruzeiro,"Mineirão, Belo Horizonte",4,1,MG,RS
8912,13,2025-07-13,20:32,Fortaleza,Ceara,4-4-2,4-3-3,T. Carpini,M. Mozart,Ceara,"Arena Castelão, Fortaleza",0,1,CE,CE
8913,13,2025-07-14,20:04,Juventude,Sport,4-2-3-1,4-1-4-1,M. Barbieri,C. de Lucena,Juventude,"Alfredo Jaconi, Caxias do Sul",2,0,RS,PE
8916,14,2025-07-16,19:01,Palmeiras,Mirassol,4-2-3-1,4-2-3-1,A. Ferreira,R. Guanaes,-,"Allianz Parque, São Paulo",1,1,SP,SP
8917,14,2025-07-16,19:30,Ceara,Corinthians,4-2-3-1,4-2-3-1,M. Mozart,D. Junior,Corinthians,"Arena Castelão, Fortaleza",0,1,CE,SP
8918,14,2025-07-16,20:01,Santos,Flamengo,4-2-3-1,4-2-3-1,J. Vojvoda,F. Luís,Santos,"Estádio Urbano Caldeira, Santos",1,0,SP,RJ
8919,14,2025-07-16,21:32,Botafogo-RJ,Vitoria,4-2-3-1,4-3-3,Davide Ancelotti,Fabio Luiz Carille De Araujo,-,"Estádio Nilton Santos, Rio de Janeiro",0,0,RJ,BA
8920,14,2025-07-16,21:33,Bragantino,Sao Paulo,4-2-3-1,5-3-2,V. Mancini,H. Crespo,-,"Estádio Municipal Cicero De Souza Marques, Bragança Paulista",2,2,SP,SP
8921,14,2025-07-17,19:33,Fluminense,Cruzeiro,4-2-3-1,4-2-3-1,L. Luis Zubeldia,T. Tite,Cruzeiro,"Maracanã, Rio de Janeiro",0,2,RJ,MG
8926,15,2025-07-19,16:00,Fortaleza,Bahia,4-3-3,4-2-3-1,T. Carpini,R. Ceni,-,"Arena Castelão, Fortaleza",1,1,CE,BA
8927,15,2025-07-19,17:31,Vasco,Gremio,4-2-3-1,4-2-3-1,F. Diniz,L. Castro,-,"Estádio São Januário, Rio de Janeiro",1,1,RJ,RS
8928,15,2025-07-19,18:32,Mirassol,Santos,4-3-3,4-2-3-1,R. Guanaes,J. Vojvoda,Mirassol,"Campos Maia, Mirassol",3,0,SP,SP
8929,15,2025-07-19,21:00,Sao Paulo,Corinthians,3-5-2,4-3-1-2,H. Crespo,D. Junior,Sao Paulo,"MorumBIS, São Paulo",2,0,SP,SP
8930,15,2025-07-20,11:00,Internacional,Ceara,4-2-3-1,4-2-3-1,R. Díaz,M. Mozart,Internacional,"Estádio Beira-Rio, Porto Alegre",1,0,RS,CE
